CALLSIGN,TIME,LATITUDE,LONGITUDE,ALTITUDE,SPEED,TRACK,VERTICAL_RATE
KLM1471, 1496388057294, 55.960166, -4.266729, 2350, 201.6, 226.0, -1152
RYR7619, 1496388057294, 56.055038, -4.085499, 4650, 197.9, 234.5, -320
SHT42H, 1496388055835, 55.784012, -4.030523, 6050, 221.0, 310.8, -896
SHT6C, 1496388055835, 55.758408, -3.830483, 11075, 252.0, 121.2, -640
KLM1471, 1496388055835, 55.958769, -4.269133, 2300, 200.8, 225.8, -1152
RYR7619, 1496388055819, 56.054062, -4.087858, 4650, 197.0, 234.3, -256
SHT42H, 1496388064341, 55.78743, -4.037476, 5950, 221.0, 310.8, -896
SHT6C, 1496388064341, 55.754963, -3.820925, 11025, 252.0, 121.0, -704
KLM1471, 1496388064341, 55.956069, -4.273853, 2225, 200.1, 225.2, -896
RYR7619, 1496388064341, 56.051734, -4.093523, 4625, 193.6, 233.2, -128
SHT42H, 1496388065466, 55.788155, -4.039021, 5950, 221.0, 311.0, -896
SHT6C, 1496388065466, 55.754562, -3.819164, 11000, 251.0, 120.8, -704
KLM1471, 1496388065466, 55.955092, -4.276257, 2200, 199.4, 225.4, -896
RYR7619, 1496388065466, 56.051193, -4.094821, 4625, 192.8, 233.0, -128
SHT42H, 1496388067429, 55.791687, -4.046298, 5850, 221.0, 310.6, -896
SHT6C, 1496388067429, 55.75145, -3.810009, 10950, 251.0, 120.8, -704
KLM1471, 1496388067429, 55.951088, -4.283381, 2100, 196.6, 226.2, -1024
RYR7619, 1496388067397, 56.047943, -4.102228, 4600, 189.3, 231.4, -256
SHT42H, 1496388076470, 55.795258, -4.053705, 5775, 220.0, 310.4, -960
SHT6C, 1496388076470, 55.748306, -3.801098, 10875, 251.0, 120.8, -704
KLM1471, 1496388076470, 55.947968, -4.289162, 2000, 195.9, 226.4, -1088
RYR7619, 1496388076470, 56.045105, -4.108304, 4575, 185.9, 229.8, -384
SHT42H, 1496388078763, 55.796673, -4.056616, 5725, 220.0, 310.4, -960
SHT6C, 1496388078763, 55.746819, -3.796206, 10850, 251.0, 120.8, -704
KLM1471, 1496388078763, 55.94634, -4.292736, 1975, 195.9, 226.4, -1088
RYR7619, 1496388078763, 56.043634, -4.111376, 4550, 185.0, 229.2, -384
SHT42H, 1496388076085, 55.797325, -4.057989, 5725, 220.0, 310.2, -960
SHT6C, 1496388076085, 55.746166, -3.794746, 10850, 251.0, 120.7, -704
KLM1471, 1496388076085, 55.946014, -4.292736, 1950, 195.9, 226.4, -1088
RYR7619, 1496388076085, 56.043215, -4.112234, 4550, 184.3, 229.0, -448
SHT42H, 1496388086286, 55.801468, -4.06683, 5625, 219.0, 309.6, -832
SHT6C, 1496388086286, 55.742432, -3.783125, 10775, 250.0, 120.8, -640
KLM1471, 1496388085255, 55.942383, -4.299688, 1900, 194.5, 226.5, -576
RYR7619, 1496388086271, 56.039305, -4.119873, 4500, 182.5, 226.8, -448
SHT42H, 1496388093596, 55.806427, -4.077592, 5525, 218.0, 309.2, -704
SHT6C, 1496388093596, 55.738174, -3.770558, 10700, 249.0, 121.1, -640
KLM1471, 1496388093596, 55.937634, -4.308615, 1775, 186.1, 227.0, -960
RYR7619, 1496388092283, 56.036362, -4.1252, 4450, 181.7, 225.2, -576
SHT42H, 1496388090866, 55.807068, -4.078924, 5525, 218.0, 309.2, -704
SHT6C, 1496388090866, 55.737411, -3.76874, 10675, 249.0, 121.4, -640
KLM1471, 1496388090866, 55.937073, -4.30972, 1775, 186.1, 227.0, -960
RYR7619, 1496388090866, 56.03437, -4.128799, 4400, 181.0, 225.0, -896
SHT42H, 1496388094367, 55.809586, -4.0845, 5500, 218.0, 308.9, -640
SHT6C, 1496388094367, 55.734806, -3.761272, 10625, 248.0, 126.3, -640
KLM1471, 1496388094335, 55.934738, -4.314131, 1700, 181.2, 227.2, -768
RYR7619, 1496388094335, 56.03215, -4.132857, 4350, 181.0, 225.0, -1152
SHT42H, 1496388100658, 55.811234, -4.088163, 5450, 218.0, 308.9, -640
SHT6C, 1496388100658, 55.732956, -3.756991, 10600, 246.0, 128.9, -640
KLM1471, 1496388099455, 55.934143, -4.315138, 1700, 176.2, 227.1, -1088
RYR7619, 1496388100658, 56.030914, -4.134938, 4300, 181.7, 224.8, -1152
SHT42H, 1496388103028, 55.812454, -4.090776, 5425, 219.0, 309.1, -576
SHT6C, 1496388103028, 55.731445, -3.753912, 10575, 245.0, 131.5, -640
KLM1471, 1496388103013, 55.932374, -4.319344, 1625, 175.5, 226.8, -1280
RYR7619, 1496388103013, 56.029622, -4.137297, 4250, 182.4, 224.6, -1152
TSC182, 1496388105544, 53.781876, -7.385795, 30000, 509.0, 71.9, 0
SHT42H, 1496388105544, 55.813992, -4.094124, 5400, 219.0, 309.3, -640
SHT6C, 1496388105544, 55.729614, -3.75025, 10525, 244.0, 134.3, -640
KLM1471, 1496388103091, 55.932374, -4.319344, 1625, 175.5, 226.8, -1280
RYR7619, 1496388105544, 56.028076, -4.140015, 4200, 183.1, 224.8, -1088
TSC182, 1496388105944, 53.786087, -7.363429, 30000, 510.0, 71.5, 0
SHT42H, 1496388105929, 55.816551, -4.099703, 5350, 219.0, 309.3, -576
SHT6C, 1496388105929, 55.72641, -3.74484, 10475, 241.0, 140.4, -640
KLM1471, 1496388105929, 55.928329, -4.326533, 1475, 170.4, 226.2, -1152
RYR7619, 1496388105913, 56.025421, -4.144676, 4125, 183.1, 224.8, -1024
TSC182, 1496388119419, 53.793137, -7.333296, 30000, 514.0, 68.1, 0
SHT42H, 1496388119403, 55.82251, -4.112492, 5250, 219.0, 310.4, -704
SHT6C, 1496388119403, 55.717941, -3.735352, 10375, 233.0, 154.4, -704
KLM1471, 1496388119403, 55.923715, -4.335651, 1300, 164.9, 227.7, -960
RYR7619, 1496388119403, 56.020311, -4.153948, 4025, 181.7, 225.7, -640
TSC182, 1496388121887, 53.795582, -7.322307, 30000, 516.0, 66.9, 64
SHT42H, 1496388121887, 55.824463, -4.116377, 5200, 218.0, 311.9, -704
SHT6C, 1496388121887, 55.715149, -3.733188, 10350, 231.0, 160.5, -640
KLM1471, 1496388121887, 55.92215, -4.338684, 1250, 163.5, 227.7, -1024
RYR7619, 1496388121887, 56.018372, -4.157576, 3975, 180.3, 226.1, -704
TSC182, 1496388130771, 53.805866, -7.28547, 30000, 520.0, 62.9, 64
SHT42H, 1496388130756, 55.831963, -4.126568, 5075, 223.0, 330.8, -768
SHT6C, 1496388130756, 55.706085, -3.729026, 10250, 226.0, 172.9, -640
KLM1471, 1496388130740, 55.918076, -4.346424, 1125, 160.7, 227.8, -1088
RYR7619, 1496388130740, 56.013336, -4.166981, 3825, 179.0, 226.6, -1088
TSC182, 1496388133007, 53.810848, -7.271172, 30000, 522.0, 61.2, 128
SHT42H, 1496388133007, 55.837826, -4.130516, 5000, 226.0, 344.4, -768
SHT6C, 1496388133007, 55.700272, -3.72861, 10175, 225.0, 181.8, -640
KLM1471, 1496388133007, 55.914405, -4.352903, 1025, 152.8, 226.6, -704
RYR7619, 1496388133007, 56.00972, -4.173889, 3700, 178.3, 227.3, -1024
TSC182, 1496388144059, 53.819687, -7.246268, 30000, 526.0, 57.7, 64
SHT42H, 1496388144059, 55.844376, -4.131941, 4900, 229.0, 357.5, -768
SHT6C, 1496388144059, 55.692719, -3.729942, 10125, 223.0, 190.6, -640
KLM1471, 1496388144059, 55.91153, -4.359159, 925, 146.5, 226.9, -832
RYR7619, 1496388144059, 56.006066, -4.180899, 3600, 176.9, 226.8, -960
TSC182, 1496388145340, 53.821701, -7.239676, 30000, 527.0, 57.4, 64
SHT42H, 1496388145340, 55.847397, -4.131608, 4875, 231.0, 4.2, -768
SHT6C, 1496388145340, 55.690475, -3.730857, 10100, 222.0, 194.8, -640
KLM1471, 1496388145340, 55.910634, -4.360027, 900, 144.3, 226.7, -896
RYR7619, 1496388145340, 56.004949, -4.183044, 3575, 176.9, 226.8, -960
TSC182, 1496388148825, 53.826164, -7.229246, 30025, 528.0, 55.6, 0
SHT42H, 1496388148825, 55.850327, -4.130776, 4825, 233.0, 10.9, -768
SHT6C, 1496388148825, 55.687183, -3.732605, 10050, 222.0, 200.6, -640
KLM1471, 1496388148825, 55.909286, -4.362571, 850, 142.2, 226.4, -832
RYR7619, 1496388148809, 56.003036, -4.186623, 3500, 176.2, 227.1, -896
TSC182, 1496388151481, 53.830627, -7.219116, 30000, 528.0, 55.6, 0
SHT42H, 1496388152810, 55.854675, -4.128362, 4800, 234.0, 19.2, -704
SHT6C, 1496388152810, 55.683289, -3.735601, 10000, 220.0, 206.3, -640
KLM1471, 1496388152810, 55.907547, -4.365983, 800, 138.7, 226.8, -832
RYR7619, 1496388152794, 56.001526, -4.18962, 3450, 175.5, 226.8, -896
TSC182, 1496388155372, 53.836304, -7.205619, 30000, 531.0, 52.7, 0
SHT42H, 1496388155372, 55.857006, -4.12674, 4775, 234.0, 22.5, -640
SHT6C, 1496388154075, 55.682007, -3.7366, 9975, 220.0, 209.4, -704
KLM1471, 1496388154075, 55.906631, -4.367565, 775, 138.7, 226.8, -896
RYR7619, 1496388155372, 55.999283, -4.193864, 3400, 174.8, 227.1, -896
TSC182, 1496388155976, 53.843388, -7.189259, 30000, 533.0, 51.1, 0
SHT42H, 1496388155976, 55.861038, -4.123285, 4725, 236.0, 26.3, -640
SHT6C, 1496388155976, 55.677734, -3.741274, 9925, 220.0, 215.2, -704
KLM1471, 1496388155976, 55.904388, -4.372559, 725, 137.9, 226.5, -576
RYR7619, 1496388155976, 55.997454, -4.197378, 3350, 174.0, 226.9, -960
TSC182, 1496388162865, 53.84753, -7.182877, 30000, 533.0, 50.7, 64
SHT42H, 1496388162850, 55.864334, -4.120289, 4675, 236.0, 27.2, -704
SHT6C, 1496388162850, 55.675034, -3.744793, 9900, 219.0, 219.6, -768
KLM1471, 1496388162850, 55.903244, -4.37414, 700, 137.2, 226.2, -640
RYR7619, 1496388162850, 55.995804, -4.200523, 3300, 174.0, 226.9, -960
TSC182, 1496388160101, 53.848434, -7.179722, 30000, 534.0, 50.6, 0
SHT42H, 1496388161210, 55.866669, -4.118208, 4650, 236.0, 27.4, -704
SHT6C, 1496388161210, 55.67308, -3.747836, 9850, 219.0, 223.9, -768
KLM1471, 1496388160085, 55.902328, -4.375805, 675, 137.2, 226.2, -640
RYR7619, 1496388161210, 55.993916, -4.204073, 3250, 173.3, 226.6, -896
TSC182, 1496388163616, 53.853256, -7.169872, 30000, 534.0, 50.1, 0
SHT42H, 1496388163616, 55.868774, -4.116211, 4625, 236.0, 27.8, -704
SHT6C, 1496388163616, 55.671707, -3.750166, 9825, 218.0, 226.7, -704
KLM1471, 1496388163616, 55.901091, -4.378309, 650, 136.5, 226.5, -640
RYR7619, 1496388163616, 55.992966, -4.205933, 3225, 172.6, 226.9, -896
TSC182, 1496388169935, 53.858986, -7.157108, 30000, 535.0, 49.9, 0
SHT42H, 1496388169935, 55.871578, -4.113522, 4575, 235.0, 27.9, -704
SHT6C, 1496388169935, 55.669418, -3.754578, 9800, 217.0, 231.0, -704
KLM1471, 1496388168748, 55.900635, -4.379134, 625, 136.5, 226.5, -640
RYR7619, 1496388169935, 55.991638, -4.20843, 3200, 171.9, 226.7, -896
TSC182, 1496388172746, 53.862522, -7.150726, 30000, 535.0, 49.5, 0
SHT42H, 1496388173965, 55.874725, -4.110551, 4550, 235.0, 27.9, -704
SHT6C, 1496388173965, 55.668182, -3.75799, 9775, 217.0, 235.3, -704
KLM1471, 1496388173965, 55.898531, -4.383202, 575, 135.1, 226.5, -640
RYR7619, 1496388173965, 55.989258, -4.212924, 3125, 171.9, 226.7, -960
TSC182, 1496388178872, 53.873291, -7.128557, 30000, 536.0, 49.2, 0
SHT42H, 1496388178856, 55.879166, -4.106473, 4475, 234.0, 27.7, -704
SHT6C, 1496388178856, 55.664841, -3.767062, 9700, 218.0, 243.9, -640
KLM1471, 1496388173966, 55.898531, -4.383202, 575, 135.1, 226.5, -640
RYR7619, 1496388178856, 55.986649, -4.217834, 3050, 171.2, 226.4, -960
TSC182, 1496388181397, 53.878349, -7.11906, 30000, 536.0, 49.0, 64
SHT42H, 1496388183914, 55.884052, -4.101849, 4425, 234.0, 27.4, -768
SHT6C, 1496388183914, 55.663441, -3.773203, 9675, 219.0, 249.4, -576
KLM1471, 1496388183914, 55.894062, -4.391184, 475, 135.1, 226.5, -640
RYR7619, 1496388183914, 55.98381, -4.223161, 2975, 171.2, 226.4, -896
TSC182, 1496388182289, 53.886124, -7.106539, 30000, 537.0, 48.6, 0
SHT42H, 1496388182289, 55.887497, -4.098673, 4375, 234.0, 27.4, -768
SHT6C, 1496388182289, 55.662231, -3.778881, 9625, 220.0, 255.0, -640
KLM1471, 1496388182289, 55.892853, -4.393532, 425, 133.0, 226.5, -768
RYR7619, 1496388182289, 55.982604, -4.225359, 2925, 170.4, 226.2, -896
TSC182, 1496388189522, 53.891758, -7.093856, 30000, 537.0, 48.5, 0
SHT42H, 1496388189522, 55.889923, -4.096485, 4325, 233.0, 27.3, -704
SHT6C, 1496388189522, 55.661133, -3.785706, 9600, 221.0, 259.3, -576
KLM1471, 1496388189522, 55.891342, -4.396778, 375, 133.0, 226.5, -768
RYR7619, 1496388189522, 55.981018, -4.228405, 2875, 169.8, 226.4, -896
TSC182, 1496388193809, 53.897827, -7.081316, 30000, 537.0, 48.2, 0
SHT42H, 1496388193809, 55.894684, -4.092074, 4275, 233.0, 27.3, -768
SHT6C, 1496388193809, 55.660583, -3.792947, 9550, 224.0, 265.2, -640
KLM1471, 1496388193809, 55.889965, -4.399166, 325, 133.0, 225.9, -704
RYR7619, 1496388193809, 55.97905, -4.232067, 2825, 169.1, 226.7, -896
TSC182, 1496388195106, 53.901077, -7.07802, 30000, 537.0, 48.2, -64
SHT42H, 1496388195106, 55.89555, -4.091291, 4250, 233.0, 27.3, -768
SHT6C, 1496388195106, 55.66037, -3.794832, 9550, 225.0, 266.7, -640
KLM1471, 1496388193809, 55.889965, -4.399166, 325, 133.0, 225.9, -704
RYR7619, 1496388195106, 55.977997, -4.234148, 2800, 169.1, 226.7, -896
TSC182, 1496388200342, 53.907394, -7.065465, 30000, 538.0, 48.2, 0
SHT42H, 1496388200342, 55.899368, -4.087772, 4200, 232.0, 27.4, -768
SHT6C, 1496388200342, 55.660183, -3.802214, 9500, 228.0, 272.5, -704
KLM1471, 1496388193795, 55.889965, -4.399166, 300, 133.0, 225.9, -704
RYR7619, 1496388198092, 55.976257, -4.23731, 2725, 169.1, 226.7, -960
TSC182, 1496388197633, 53.911449, -7.056212, 30000, 537.0, 48.1, 0
SHT42H, 1496388198929, 55.90258, -4.084768, 4150, 232.0, 27.4, -704
SHT6C, 1496388198929, 55.660583, -3.80926, 9450, 229.0, 276.8, -704
KLM1471, 1496388198929, 55.886379, -4.40552, 250, 133.0, 225.9, -640
RYR7619, 1496388198929, 55.973923, -4.241805, 2675, 169.1, 226.7, -960
TSC182, 1496388205387, 53.91843, -7.04361, 30000, 538.0, 48.0, 0
SHT42H, 1496388205387, 55.904861, -4.082708, 4125, 232.0, 27.4, -832
SHT6C, 1496388205387, 55.66095, -3.813005, 9425, 232.0, 281.4, -704
KLM1471, 1496388204153, 55.88559, -4.40715, 225, 133.0, 225.9, -704
RYR7619, 1496388205387, 55.972824, -4.243802, 2625, 169.1, 226.7, -896
TSC182, 1496388207809, 53.921642, -7.037309, 30000, 538.0, 48.0, 0
SHT42H, 1496388207809, 55.907749, -4.080048, 4075, 231.0, 27.2, -704
SHT6C, 1496388207809, 55.661591, -3.818997, 9375, 234.0, 285.8, -704
KLM1471, 1496388207809, 55.883869, -4.41032, 175, 133.0, 225.9, -704
RYR7619, 1496388205387, 55.972824, -4.243802, 2625, 169.1, 226.7, -896
TSC182, 1496388211539, 53.933212, -7.015634, 30000, 538.0, 47.9, 0
SHT42H, 1496388212554, 55.915054, -4.073348, 4000, 231.0, 27.6, -576
SHT6C, 1496388212554, 55.664467, -3.832512, 9300, 240.0, 296.5, -704
KLM1471, 1496388211492, 55.880909, -4.41592, 100, 133.0, 225.9, -640
RYR7619, 1496388211492, 55.967428, -4.254112, 2475, 167.7, 226.7, -896
TSC182, 1496388217664, 53.945107, -6.993686, 30000, 537.0, 47.8, 64
SHT42H, 1496388217664, 55.920181, -4.068604, 3950, 230.0, 27.7, -576
SHT6C, 1496388217664, 55.667496, -3.842385, 9250, 241.0, 300.9, -576
RYR7619, 1496388217664, 55.963797, -4.260893, 2375, 166.9, 226.5, -896
TSC182, 1496388220195, 53.948643, -6.987385, 30000, 537.0, 47.8, 64
SHT42H, 1496388220180, 55.923298, -4.065714, 3925, 231.0, 27.0, -576
SHT6C, 1496388220180, 55.669327, -3.847961, 9200, 241.0, 301.2, -576
RYR7619, 1496388220180, 55.962726, -4.262867, 2375, 166.9, 226.5, -768
TSC182, 1496388230570, 53.966766, -6.95309, 30000, 537.0, 47.9, -64
SHT42H, 1496388230570, 55.932423, -4.05962, 3800, 227.0, 11.2, -704
SHT6C, 1496388230570, 55.67482, -3.863359, 9125, 240.0, 301.6, -576
KLM1471, 1496388227789, 55.874741, -4.42766, -50, 124.0, 228.9, -256
RYR7619, 1496388230570, 55.957419, -4.272823, 2225, 167.7, 226.7, -832
TSC182, 1496388240335, 53.975178, -6.937301, 30000, 538.0, 47.9, 0
SHT42H, 1496388240335, 55.938309, -4.058533, 3750, 224.0, 2.6, -576
SHT6C, 1496388240335, 55.678432, -3.873625, 9075, 241.0, 301.8, -576
KLM1471, 1496388231773, 55.874741, -4.42766, -50, 124.0, 228.9, -256
RYR7619, 1496388240335, 55.95444, -4.278488, 2150, 167.7, 226.7, -832
TSC182, 1496388247471, 53.986027, -6.918559, 30025, 538.0, 47.9, 128
SHT42H, 1496388247456, 55.946339, -4.060907, 3675, 213.0, 342.2, -384
SHT6C, 1496388247456, 55.683151, -3.885581, 9000, 242.0, 310.3, -256
RYR7619, 1496388245846, 55.951126, -4.284668, 2075, 169.0, 226.2, -832
TSC182, 1496388251866, 53.993866, -6.902867, 30000, 540.0, 47.9, -128
SHT42H, 1496388251866, 55.949924, -4.063482, 3650, 208.0, 335.6, -320
SHT6C, 1496388251866, 55.686401, -3.892073, 9000, 244.0, 315.3, 0
RYR7619, 1496388245851, 55.951126, -4.284668, 1975, 169.1, 226.7, -832
TSC182, 1496388253434, 53.995567, -6.89998, 30000, 540.0, 47.9, -64
SHT42H, 1496388251887, 55.949924, -4.063482, 3650, 208.0, 335.6, -320
SHT6C, 1496388251887, 55.686401, -3.892073, 9000, 244.0, 315.3, 0
RYR7619, 1496388253419, 55.947464, -4.291493, 1975, 169.1, 226.7, -832
TSC182, 1496388255788, 54.000687, -6.890311, 30000, 541.0, 48.0, 128
SHT42H, 1496388255788, 55.954021, -4.067087, 3625, 204.0, 332.7, -320
SHT6C, 1496388255788, 55.690109, -3.898149, 9000, 244.0, 318.8, 0
RYR7619, 1496388255773, 55.945724, -4.294822, 1925, 169.1, 226.7, -832
TSC182, 1496388254414, 54.006409, -6.877677, 30000, 541.0, 48.0, 0
SHT42H, 1496388254398, 55.95565, -4.068718, 3625, 201.0, 331.3, -384
SHT6C, 1496388254398, 55.692169, -3.901145, 9000, 246.0, 319.4, 0
RYR7619, 1496388254398, 55.944443, -4.297236, 1900, 170.5, 226.7, -832
TSC182, 1496388256820, 54.009659, -6.871477, 30000, 541.0, 48.0, 0
SHT42H, 1496388256820, 55.957279, -4.070349, 3600, 200.0, 330.8, -320
SHT6C, 1496388256820, 55.693909, -3.903725, 9000, 246.0, 320.1, 0
RYR7619, 1496388255742, 55.943686, -4.298658, 1850, 170.5, 226.7, -896
TSC182, 1496388262046, 54.010437, -6.87132, 30000, 541.0, 48.0, -64
SHT42H, 1496388262046, 55.958862, -4.07198, 3600, 199.0, 330.2, -320
SHT6C, 1496388262046, 55.694817, -3.90521, 9000, 247.0, 320.3, 0
RYR7619, 1496388259562, 55.943686, -4.298658, 1850, 170.5, 226.7, -896
TSC182, 1496388265293, 54.013962, -6.864964, 30000, 541.0, 48.1, 0
SHT42H, 1496388265293, 55.961014, -4.074097, 3575, 197.0, 329.9, -320
SHT6C, 1496388265293, 55.6978, -3.909551, 9000, 245.0, 320.6, -64
RYR7619, 1496388259590, 55.943686, -4.298658, 1850, 170.5, 226.7, -896
TSC182, 1496388266398, 54.018845, -6.855711, 30000, 541.0, 48.1, 0
SHT42H, 1496388266398, 55.961422, -4.074554, 3575, 197.0, 329.9, -320
SHT6C, 1496388266398, 55.698311, -3.91036, 9000, 246.0, 320.9, -64
RYR7619, 1496388266398, 55.940369, -4.30498, 1775, 170.5, 226.7, -896
TSC182, 1496388273887, 54.03146, -6.830346, 30000, 542.0, 48.1, 0
SHT42H, 1496388273871, 55.967422, -4.080755, 3525, 193.0, 329.6, -320
SHT6C, 1496388273871, 55.70517, -3.920122, 9000, 243.0, 321.2, -64
RYR7619, 1496388273871, 55.936069, -4.31305, 1650, 169.0, 226.7, -832
TSC182, 1496388278762, 54.039917, -6.814662, 30000, 542.0, 48.1, 64
SHT42H, 1496388278731, 55.972, -4.085582, 3500, 191.0, 329.3, -256
SHT6C, 1496388278731, 55.710274, -3.927355, 9000, 243.0, 321.3, 0
RYR7619, 1496388277559, 55.934662, -4.31565, 1625, 168.0, 226.4, -832
TSC182, 1496388286609, 54.053833, -6.789237, 30025, 541.0, 48.1, 0
SHT42H, 1496388286609, 55.97739, -4.091892, 3475, 189.0, 324.0, -128
SHT6C, 1496388286609, 55.716064, -3.935353, 9000, 243.0, 321.7, 0
KLM1471, 1496388281859, 55.866291, -4.44224, 0, 13.0, 132.2, -256
RYR7619, 1496388285515, 55.93084, -4.32286, 1525, 165.0, 226.5, -768
TSC182, 1496388292668, 54.063675, -6.770246, 30000, 541.0, 48.1, 0
SHT42H, 1496388292653, 55.981384, -4.099648, 3475, 184.0, 304.4, -64
SHT6C, 1496388292653, 55.722427, -3.944425, 9000, 243.0, 321.7, 0
RYR7619, 1496388292653, 55.926128, -4.33178, 1400, 164.0, 226.7, -896
TSC182, 1496388295137, 54.068748, -6.760631, 30000, 541.0, 48.1, -64
SHT42H, 1496388295137, 55.982162, -4.101979, 3475, 182.0, 299.2, -64
SHT6C, 1496388295137, 55.72438, -3.94701, 9000, 243.0, 321.7, 0
RYR7619, 1496388295137, 55.925079, -4.33369, 1375, 164.0, 226.5, -896
TSC182, 1496388300664, 54.081116, -6.738464, 30000, 541.0, 48.1, 64
SHT42H, 1496388300649, 55.984131, -4.112133, 3450, 176.0, 283.8, 0
SHT6C, 1496388300649, 55.730896, -3.956327, 9000, 244.0, 321.5, 0
RYR7619, 1496388300649, 55.921429, -4.34054, 1250, 164.0, 226.2, -896
TSC182, 1496388312218, 54.093979, -6.713274, 30000, 539.0, 48.2, 64
SHT42H, 1496388312218, 55.985046, -4.125866, 3475, 169.0, 274.1, 0
SHT6C, 1496388312218, 55.739319, -3.968062, 8975, 242.0, 321.5, -256
RYR7619, 1496388312203, 55.916431, -4.34992, 1125, 153.0, 228.7, -896
TSC182, 1496388312789, 54.101753, -6.697217, 30000, 539.0, 48.2, 0
SHT42H, 1496388312773, 55.985184, -4.130027, 3475, 168.0, 273.7, 0
SHT6C, 1496388312773, 55.742302, -3.972416, 8950, 242.0, 321.7, -512
RYR7619, 1496388312773, 55.91441, -4.35367, 1050, 151.0, 228.7, -704
TSC182, 1496388323758, 54.115208, -6.671932, 30000, 538.0, 48.3, 64
SHT42H, 1496388323742, 55.985538, -4.14176, 3450, 166.0, 272.8, 0
SHT6C, 1496388323742, 55.749847, -3.98296, 8800, 241.0, 321.6, -1216
RYR7619, 1496388323742, 55.911011, -4.36011, 950, 145.0, 228.6, -896
TSC182, 1496388326223, 54.119209, -6.665793, 30000, 538.0, 48.3, 64
SHT42H, 1496388326223, 55.98563, -4.145279, 3450, 164.0, 272.4, 0
SHT6C, 1496388326223, 55.751953, -3.985956, 8750, 242.0, 321.7, -1280
RYR7619, 1496388326207, 55.909561, -4.36274, 925, 148.0, 226.6, -896
TSC182, 1496388324742, 54.122238, -6.659411, 30000, 538.0, 48.3, 0
SHT42H, 1496388324727, 55.985687, -4.148088, 3450, 162.0, 272.8, 0
SHT6C, 1496388324727, 55.753693, -3.98837, 8700, 242.0, 321.7, -1280
RYR7619, 1496388324727, 55.908169, -4.36543, 875, 146.0, 226.4, -640
TSC182, 1496388335527, 54.133301, -6.637312, 30025, 536.0, 48.3, 0
SHT42H, 1496388335527, 55.985916, -4.155495, 3450, 160.0, 272.9, -256
SHT6C, 1496388335527, 55.758636, -3.995278, 8575, 242.0, 321.7, -1216
RYR7619, 1496388335527, 55.905651, -4.37016, 850, 139.0, 226.5, -512
TSC182, 1496388340508, 54.142021, -6.621605, 30000, 536.0, 48.3, 0
SHT42H, 1496388340508, 55.986141, -4.163818, 3375, 162.0, 272.5, -704
SHT6C, 1496388340508, 55.764088, -4.002886, 8450, 242.0, 321.7, -1088
RYR7619, 1496388340492, 55.903049, -4.37496, 775, 130.0, 229.4, -768
TSC182, 1496388344542, 54.148773, -6.609003, 30000, 536.0, 48.3, 64
SHT42H, 1496388344542, 55.986282, -4.16914, 3300, 162.0, 272.5, -832
SHT6C, 1496388344542, 55.767952, -4.008293, 8400, 241.0, 321.9, -896
RYR7619, 1496388344542, 55.90118, -4.37857, 700, 129.0, 229.4, -832
TSC182, 1496388353321, 54.169876, -6.567705, 30000, 536.0, 48.3, 64
SHT42H, 1496388353305, 55.986652, -4.185705, 3150, 158.0, 272.5, -768
SHT6C, 1496388353305, 55.778706, -4.023399, 8225, 238.0, 321.3, -832
RYR7619, 1496388353305, 55.896439, -4.38741, 550, 127.0, 228.8, -832
TSC182, 1496388355524, 54.173813, -6.561428, 30025, 536.0, 48.3, 192
SHT42H, 1496388354430, 55.986652, -4.185705, 3125, 158.0, 272.5, -768
SHT6C, 1496388355524, 55.780609, -4.026156, 8200, 237.0, 321.5, -960
RYR7619, 1496388355524, 55.894569, -4.39093, 500, 126.0, 229.2, -832
TSC182, 1496388356961, 54.176926, -6.555228, 30025, 537.0, 48.4, 64
SHT42H, 1496388354415, 55.986652, -4.185705, 3125, 158.0, 272.5, -768
SHT6C, 1496388356961, 55.781982, -4.028071, 8175, 237.0, 321.5, -960
RYR7619, 1496388356961, 55.894428, -4.39118, 475, 126.0, 229.5, -832
KLM1471, 1496388364261, 55.866291, -4.44224, 0, 13.0, 132.2, -256
KLM1471, 1496388359758, 55.866291, -4.44224, 0, 13.0, 132.2, -256
TSC182, 1496388370977, 54.193039, -6.523682, 30000, 536.0, 48.3, -128
SHT42H, 1496388370946, 55.986887, -4.203472, 3000, 154.3, 266.3, -320
SHT6C, 1496388370946, 55.790222, -4.039723, 7975, 238.0, 321.3, -1344
RYR7619, 1496388370946, 55.889919, -4.39968, 350, 125.0, 229.2, -704
TSC182, 1496388376167, 54.20105, -6.508026, 30000, 535.0, 48.3, 0
SHT42H, 1496388370917, 55.986887, -4.203472, 3000, 153.6, 257.6, -192
SHT6C, 1496388376167, 55.794533, -4.045887, 7875, 239.0, 321.3, -1408
RYR7619, 1496388373792, 55.888939, -4.40148, 325, 126.0, 228.9, -640
TSC182, 1496388378555, 54.20454, -6.501644, 30000, 535.0, 48.3, -64
SHT42H, 1496388378555, 55.985138, -4.213257, 2975, 156.0, 244.6, -192
SHT6C, 1496388378555, 55.797653, -4.050264, 7775, 240.0, 321.4, -1408
RYR7619, 1496388378555, 55.887218, -4.40466, 275, 126.0, 229.2, -768
TSC182, 1496388376930, 54.209702, -6.492135, 30000, 534.0, 48.3, 0
SHT42H, 1496388376930, 55.984451, -4.215504, 2975, 156.0, 244.6, -192
