CALLSIGN,TIME,LATITUDE,LONGITUDE,ALTITUDE,SPEED,TRACK,VERTICAL_RATE
EZY75UG, 1496342277552, 53.675103, -2.066318, 32000, 432.5, 333.5, 0
SHT6E, 1496342277552, 53.886658, -2.085833, 36000, 463.6, 329.4, -64
EZY82LY, 1496342277552, 55.23018, -3.478754, 18250, 434.6, 331.3, -4608
STK7NC, 1496342277536, 54.817886, -2.837946, 16000, 222.9, 252.0, 64
UAE25, 1496342277521, 54.623745, -0.37728, 38000, 462.0, 299.4, 0
EZY75UG, 1496342279159, 53.678558, -2.069196, 32000, 432.5, 333.5, 0
SHT6E, 1496342279159, 53.891431, -2.090553, 36000, 463.9, 329.6, 0
EZY82LY, 1496342279143, 55.231659, -3.480162, 18200, 434.6, 331.3, -4608
STK7NC, 1496342279049, 54.817245, -2.841178, 16000, 222.9, 252.0, 64
UAE25, 1496342277518, 54.623745, -0.37728, 38000, 462.0, 299.4, 0
EZY75UG, 1496342282771, 53.681946, -2.0721, 32000, 432.5, 333.5, 0
SHT6E, 1496342282771, 53.893295, -2.092425, 36000, 463.9, 329.6, 0
EZY82LY, 1496342281849, 55.233532, -3.482, 17800, 432.3, 331.2, -4992
STK7NC, 1496342279896, 54.817245, -2.841178, 16000, 222.9, 252.0, 64
UAE25, 1496342282771, 54.628555, -0.392034, 38000, 462.0, 299.4, 0
EZY75UG, 1496342287536, 53.691879, -2.080418, 32025, 432.5, 333.5, 0
SHT6E, 1496342287536, 53.904047, -2.102912, 36000, 465.0, 330.1, 0
EZY82LY, 1496342287536, 55.247637, -3.495483, 17475, 431.0, 331.3, -4992
STK7NC, 1496342279302, 54.817245, -2.841178, 16000, 223.9, 252.1, 0
UAE25, 1496342287520, 54.634415, -0.409968, 38000, 462.0, 299.4, 0
EZY75UG, 1496342289833, 53.69647, -2.084252, 32025, 432.5, 333.5, 64
SHT6E, 1496342289833, 53.911541, -2.110102, 36000, 465.4, 330.2, 0
EZY82LY, 1496342287615, 55.247637, -3.495483, 17350, 431.0, 331.3, -4992
STK7NC, 1496342289818, 54.81395, -2.858707, 16000, 225.2, 251.9, -64
UAE25, 1496342289818, 54.63652, -0.41635, 38000, 462.0, 299.4, 0
EZY75UG, 1496342293677, 53.703686, -2.09031, 32025, 432.5, 333.5, 64
SHT6E, 1496342289895, 53.911541, -2.110102, 36000, 465.4, 330.2, 0
EZY82LY, 1496342293677, 55.25988, -3.507136, 16925, 427.8, 331.5, -4928
STK7NC, 1496342292395, 54.812897, -2.864443, 16000, 225.2, 251.9, -64
UAE25, 1496342293630, 54.641098, -0.430486, 38000, 462.0, 299.4, 0
EZY75UG, 1496342294622, 53.709877, -2.095561, 32025, 432.5, 333.5, 64
SHT6E, 1496342294622, 53.924995, -2.123108, 36000, 465.4, 330.2, 0
EZY82LY, 1496342294606, 55.264303, -3.51138, 16725, 426.9, 331.5, -4992
STK7NC, 1496342294606, 54.810883, -2.874864, 16000, 227.1, 252.0, 64
UAE25, 1496342294591, 54.64444, -0.440746, 38000, 462.0, 299.4, 0
EZY75UG, 1496342313575, 53.7388, -2.119812, 32025, 432.5, 333.5, 64
SHT6E, 1496342313575, 53.956741, -2.153634, 36025, 465.4, 330.2, 0
EZY82LY, 1496342313559, 55.292188, -3.537931, 15450, 420.2, 331.4, -4288
UAE25, 1496342312044, 54.65863, -0.484206, 38000, 461.0, 299.5, 0
EZY75UG, 1496342326020, 53.760805, -2.138376, 32000, 432.9, 333.4, 0
SHT6E, 1496342320223, 53.965668, -2.162345, 36025, 466.2, 330.3, 0
EZY82LY, 1496342326020, 55.313599, -3.55852, 14600, 410.9, 331.2, -4096
STK7NC, 1496342325973, 54.80191, -2.922363, 16000, 232.4, 252.0, 0
UAE25, 1496342325973, 54.673645, -0.530252, 38000, 460.0, 299.4, 0
EZY75UG, 1496342328583, 53.763878, -2.140961, 32025, 432.9, 333.4, 0
SHT6E, 1496342320208, 53.965668, -2.162345, 36025, 466.2, 330.3, 0
EZY82LY, 1496342328583, 55.316116, -3.560944, 14550, 409.5, 331.2, -4096
STK7NC, 1496342328583, 54.801361, -2.925271, 16000, 232.4, 252.0, 0
UAE25, 1496342328567, 54.676765, -0.539828, 38000, 459.0, 299.3, 0
EZY75UG, 1496342329692, 53.766997, -2.143626, 32025, 432.9, 333.4, 0
SHT6E, 1496342329677, 53.982487, -2.178686, 36025, 466.7, 330.2, 0
EZY82LY, 1496342329677, 55.320053, -3.56466, 14375, 409.5, 331.2, -4096
STK7NC, 1496342329677, 54.800537, -2.929634, 16000, 232.4, 252.0, 0
UAE25, 1496342329661, 54.677811, -0.543015, 38000, 459.0, 299.3, 0
EZY75UG, 1496342333143, 53.77066, -2.146729, 32025, 432.9, 333.4, 0
SHT6E, 1496342329690, 53.982487, -2.178686, 36025, 466.7, 330.2, 0
EZY82LY, 1496342333143, 55.321097, -3.565646, 14325, 407.3, 331.2, -4096
STK7NC, 1496342333127, 54.800171, -2.931572, 16000, 232.4, 252.0, 0
UAE25, 1496342333096, 54.680328, -0.55069, 38000, 460.0, 299.2, 0
EZY75UG, 1496342334716, 53.784454, -2.158329, 32025, 432.9, 333.4, -64
SHT6E, 1496342334716, 53.999711, -2.195408, 36025, 466.7, 330.2, 0
EZY82LY, 1496342334716, 55.334015, -3.578069, 13775, 403.7, 331.3, -4544
STK7NC, 1496342333841, 54.797974, -2.943124, 16000, 234.6, 251.9, -64
UAE25, 1496342334700, 54.686966, -0.571127, 38000, 460.0, 299.2, 0
EZY75UG, 1496342345614, 53.795242, -2.167524, 32000, 432.9, 333.4, -64
EZY82LY, 1496342345614, 55.343395, -3.587119, 13175, 401.0, 331.1, -4672
STK7NC, 1496342347348, 54.794861, -2.959523, 16000, 236.5, 252.0, 0
UAE25, 1496342347348, 54.696899, -0.601825, 38000, 460.0, 299.2, 0
EZY75UG, 1496342349645, 53.80233, -2.173516, 32000, 433.8, 333.4, -64
SHT6E, 1496342349645, 54.020279, -2.215472, 36025, 466.7, 330.2, 0
EZY82LY, 1496342349645, 55.35238, -3.595858, 12950, 400.2, 331.0, -4800
STK7NC, 1496342349645, 54.79422, -2.963077, 16000, 236.9, 251.8, 64
UAE25, 1496342349598, 54.698368, -0.606329, 38000, 461.0, 299.2, 0
EZY75UG, 1496342356200, 53.820648, -2.188947, 32025, 433.8, 333.4, -64
EZY82LY, 1496342356200, 55.36821, -3.611271, 12150, 401.0, 331.1, -4672
STK7NC, 1496342356200, 54.790787, -2.981172, 16000, 238.8, 251.9, -64
UAE25, 1496342356122, 54.708115, -0.63648, 38000, 461.0, 299.2, 0
EZY75UG, 1496342363348, 53.82677, -2.194115, 32000, 432.5, 333.5, -64
EZY82LY, 1496342363348, 55.373654, -3.616583, 11900, 397.1, 330.9, -4288
STK7NC, 1496342363348, 54.789185, -2.989655, 16000, 238.8, 251.9, 0
UAE25, 1496342363333, 54.71331, -0.652605, 38000, 461.0, 299.2, 0
EZY75UG, 1496342366020, 53.828632, -2.195731, 32000, 432.5, 333.5, -64
EZY82LY, 1496342366020, 55.375397, -3.618299, 11825, 397.1, 330.9, -4224
STK7NC, 1496342366020, 54.788818, -2.991444, 16000, 238.8, 251.9, 64
UAE25, 1496342365973, 54.714149, -0.655185, 38000, 462.0, 299.1, 0
EZY75UG, 1496342367112, 53.835526, -2.201503, 32000, 432.5, 333.5, -64
EZY82LY, 1496342367097, 55.381196, -3.62399, 11600, 394.3, 330.9, -4160
STK7NC, 1496342368800, 54.787766, -2.997006, 16000, 238.8, 251.9, 0
UAE25, 1496342368800, 54.717682, -0.666127, 38000, 462.0, 299.1, 0
EZY75UG, 1496342373411, 53.844315, -2.20888, 32000, 432.5, 333.5, -64
EZY82LY, 1496342373411, 55.389954, -3.632516, 11225, 392.1, 331.0, -4096
STK7NC, 1496342373411, 54.786484, -3.003711, 16000, 238.8, 251.9, 64
UAE25, 1496342373395, 54.722061, -0.679654, 38000, 462.0, 299.1, 0
EZY75UG, 1496342379097, 53.856098, -2.218834, 32000, 432.5, 333.5, -64
EZY82LY, 1496342379097, 55.399429, -3.641645, 10900, 389.4, 331.1, -2816
STK7NC, 1496342379081, 54.78393, -3.017328, 16000, 238.8, 251.9, 0
UAE25, 1496342379081, 54.729557, -0.702792, 38000, 462.0, 299.2, 0
EZY75UG, 1496342383958, 53.862579, -2.224339, 32000, 432.5, 333.5, 64
SHT6E, 1496342383958, 54.086578, -2.280309, 36025, 468.1, 330.2, 0
EZY82LY, 1496342383958, 55.405746, -3.647784, 10750, 387.2, 331.1, -2240
STK7NC, 1496342383942, 54.782181, -3.026572, 16000, 237.8, 251.9, 0
UAE25, 1496342383942, 54.734539, -0.718273, 38000, 463.0, 299.2, 0
EZY75UG, 1496342386816, 53.867969, -2.228851, 32000, 432.5, 333.5, 0
SHT6E, 1496342384284, 54.086578, -2.280309, 36025, 468.1, 330.2, 0
EZY82LY, 1496342386784, 55.409732, -3.651706, 10675, 384.9, 331.1, -2048
STK7NC, 1496342386769, 54.781929, -3.027649, 16000, 237.8, 251.9, 0
UAE25, 1496342386769, 54.73558, -0.721543, 38000, 463.0, 299.2, -64
EZY75UG, 1496342390263, 53.883936, -2.242342, 32025, 432.5, 333.5, 64
SHT6E, 1496342388903, 54.104233, -2.297634, 36025, 469.5, 330.1, 0
EZY82LY, 1496342390263, 55.423232, -3.664773, 10400, 378.6, 331.3, -1600
STK7NC, 1496342390247, 54.778577, -3.045294, 16000, 236.9, 251.8, 64
UAE25, 1496342390247, 54.744736, -0.749898, 38000, 463.0, 299.2, 0
EZY75UG, 1496342401060, 53.893936, -2.250785, 32000, 432.5, 333.5, 0
SHT6E, 1496342401700, 54.125589, -2.3186, 36025, 468.6, 330.0, 64
EZY82LY, 1496342401700, 55.440399, -3.681147, 10150, 371.0, 331.5, -1408
STK7NC, 1496342401013, 54.775223, -3.062924, 16000, 235.6, 251.9, 0
UAE25, 1496342401013, 54.754135, -0.778947, 38000, 463.0, 299.2, -64
EZY75UG, 1496342407237, 53.906793, -2.261649, 32025, 432.5, 333.5, 0
SHT6E, 1496342405581, 54.125589, -2.3186, 36025, 468.6, 330.0, 64
EZY82LY, 1496342407206, 55.441993, -3.682667, 10125, 371.0, 331.5, -1344
STK7NC, 1496342404410, 54.775223, -3.062924, 16000, 235.6, 251.9, 0
UAE25, 1496342407144, 54.758514, -0.79247, 38000, 463.0, 299.2, 0
EZY75UG, 1496342411332, 53.909042, -2.263576, 32025, 431.6, 333.4, 0
SHT6E, 1496342411332, 54.134949, -2.327768, 36050, 468.6, 330.0, 0
EZY82LY, 1496342411332, 55.44548, -3.685996, 10075, 368.7, 331.5, -1280
STK7NC, 1496342404098, 54.776249, -3.057695, 16000, 236.9, 251.8, -64
UAE25, 1496342411317, 54.76268, -0.805395, 38000, 463.0, 299.2, 0
EZY75UG, 1496342409606, 53.914764, -2.268441, 32025, 431.6, 333.4, 0
SHT6E, 1496342409606, 54.136808, -2.329586, 36050, 468.6, 330.0, 64
EZY82LY, 1496342409606, 55.449646, -3.689991, 10025, 366.5, 331.5, -1152
UAE25, 1496342409591, 54.763504, -0.80798, 38000, 463.0, 299.2, 0
EZY75UG, 1496342414747, 53.91925, -2.272208, 32025, 431.6, 333.4, -64
SHT6E, 1496342414966, 54.149185, -2.341736, 36050, 468.6, 330.0, 0
EZY82LY, 1496342414966, 55.454498, -3.694652, 9950, 363.4, 331.4, -1088
STK7NC, 1496342414935, 54.771378, -3.0832, 16000, 235.9, 251.7, 0
UAE25, 1496342414731, 54.766659, -0.817649, 38000, 463.0, 299.2, 0
EZY75UG, 1496342422300, 53.933002, -2.283864, 32025, 431.6, 333.4, 0
SHT6E, 1496342420753, 54.155914, -2.348328, 36050, 467.7, 330.0, 0
EZY82LY, 1496342422300, 55.464943, -3.70471, 9850, 358.0, 331.3, -960
STK7NC, 1496342422284, 54.768951, -3.095883, 16000, 235.9, 251.7, 0
UAE25, 1496342422222, 54.774765, -0.842878, 38000, 463.0, 299.2, 0
EZY75UG, 1496342422763, 53.939426, -2.289276, 32000, 430.7, 333.4, 0
SHT6E, 1496342424357, 54.16823, -2.360526, 36050, 467.7, 330.0, 0
EZY82LY, 1496342424357, 55.473183, -3.712692, 9775, 352.7, 331.2, -896
STK7NC, 1496342424357, 54.767078, -3.105635, 16000, 235.6, 251.9, 64
UAE25, 1496342424294, 54.779972, -0.859098, 38000, 464.0, 299.0, -64
EZY75UG, 1496342426628, 53.939426, -2.289276, 32025, 430.7, 333.4, 0
SHT6E, 1496342431378, 54.174981, -2.36715, 36050, 467.7, 330.0, 0
EZY82LY, 1496342431378, 55.477698, -3.71707, 9725, 349.6, 331.1, -896
STK7NC, 1496342431362, 54.76593, -3.111635, 16000, 235.9, 251.7, 0
UAE25, 1496342433550, 54.785156, -0.875271, 38000, 464.0, 299.0, 0
EZY75UG, 1496342437409, 53.960312, -2.30705, 32000, 430.7, 333.4, 0
SHT6E, 1496342437409, 54.186944, -2.378944, 36050, 467.7, 330.0, -64
EZY82LY, 1496342437409, 55.487274, -3.726363, 9625, 343.3, 330.9, -832
STK7NC, 1496342431362, 54.76593, -3.111635, 16000, 235.9, 251.7, 0
UAE25, 1496342437378, 54.790558, -0.892154, 38000, 464.0, 299.0, 0
EZY75UG, 1496342440083, 53.96368, -2.309956, 32000, 430.7, 333.4, -64
SHT6E, 1496342440067, 54.189924, -2.381852, 36050, 467.7, 330.0, 0
EZY82LY, 1496342439926, 55.488419, -3.727528, 9600, 342.9, 331.0, -832
STK7NC, 1496342432801, 54.76593, -3.111635, 16000, 236.9, 251.8, 64
UAE25, 1496342439879, 54.791382, -0.894739, 38000, 464.0, 299.0, 0
EZY75UG, 1496342447520, 53.977341, -2.321568, 32000, 429.0, 333.3, 0
SHT6E, 1496342447520, 54.204122, -2.395908, 36025, 467.7, 330.0, -64
EZY82LY, 1496342447504, 55.499485, -3.738356, 9500, 334.9, 330.7, -704
STK7NC, 1496342446254, 54.761865, -3.132851, 16000, 236.9, 251.8, 64
UAE25, 1496342447489, 54.800735, -0.923934, 38000, 464.0, 299.0, 0
EZY75UG, 1496342449503, 53.979309, -2.323216, 32000, 429.0, 333.3, 0
SHT6E, 1496342449488, 54.208591, -2.40027, 36025, 467.7, 330.0, -64
EZY82LY, 1496342449488, 55.502883, -3.741789, 9475, 332.7, 330.7, -704
STK7NC, 1496342446316, 54.761865, -3.132851, 16000, 236.9, 251.8, 64
UAE25, 1496342449128, 54.802597, -0.929718, 38000, 464.0, 299.0, 0
EZY75UG, 1496342460654, 54.00563, -2.345738, 32025, 428.0, 333.3, 0
SHT6E, 1496342458904, 54.231728, -2.423212, 36025, 466.9, 329.9, -64
EZY82LY, 1496342460654, 55.519688, -3.75844, 9300, 322.4, 330.7, -832
UAE25, 1496342460638, 54.816517, -0.973206, 38000, 465.0, 298.9, 0
EZY75UG, 1496342466707, 54.013119, -2.352124, 32000, 428.0, 333.3, 0
SHT6E, 1496342466707, 54.241411, -2.432745, 36025, 466.9, 329.9, -64
EZY82LY, 1496342466707, 55.525452, -3.764232, 9250, 317.0, 330.5, -704
UAE25, 1496342466691, 54.821686, -0.989497, 38000, 465.0, 298.9, 0
EZY75UG, 1496342469316, 54.017307, -2.355679, 32000, 428.0, 333.3, 0
SHT6E, 1496342469316, 54.24588, -2.437188, 36025, 466.9, 329.9, -64
EZY82LY, 1496342469300, 55.528427, -3.767145, 9225, 316.2, 330.4, -704
UAE25, 1496342468238, 54.822334, -0.991433, 38000, 465.0, 298.9, 0
EZY75UG, 1496342474638, 54.023804, -2.361276, 32025, 428.0, 333.3, 0
SHT6E, 1496342474638, 54.252228, -2.443516, 36025, 466.9, 329.9, -64
EZY82LY, 1496342475466, 55.540192, -3.778881, 9100, 309.4, 330.8, -704
STK7NC, 1496342475451, 54.749714, -3.196272, 16000, 242.0, 251.7, 0
UAE25, 1496342475451, 54.833092, -1.025224, 38000, 465.0, 298.9, 0
EZY75UG, 1496342482770, 54.041061, -2.376029, 32000, 428.0, 333.3, 0
SHT6E, 1496342482770, 54.270459, -2.461584, 36025, 466.9, 329.9, -64
EZY82LY, 1496342482770, 55.546051, -3.78454, 9050, 305.7, 331.3, -640
STK7NC, 1496342482754, 54.747986, -3.205261, 16000, 242.0, 251.7, 0
UAE25, 1496342482754, 54.83807, -1.040871, 38000, 465.0, 298.9, 0
EZY75UG, 1496342484536, 54.042957, -2.377651, 32000, 428.0, 333.3, 0
SHT6E, 1496342484536, 54.274975, -2.466027, 36025, 466.9, 329.9, 0
EZY82LY, 1496342484536, 55.547853, -3.786335, 9075, 307.0, 331.2, -704
STK7NC, 1496342483114, 54.747986, -3.205261, 16000, 242.0, 251.7, 0
UAE25, 1496342484536, 54.839127, -1.044105, 38000, 465.0, 298.9, 0
EZY75UG, 1496342488082, 54.049335, -2.383064, 32000, 428.0, 333.3, 0
SHT6E, 1496342488066, 54.27681, -2.467843, 36000, 466.9, 329.9, 0
EZY82LY, 1496342488050, 55.552048, -3.790283, 9000, 303.4, 331.7, -832
STK7NC, 1496342482713, 54.747986, -3.205261, 16000, 242.0, 251.7, 0
UAE25, 1496342487941, 54.841187, -1.050648, 38000, 465.0, 298.9, 0
EZY75UG, 1496342493348, 54.056877, -2.389526, 32000, 428.0, 333.3, -64
SHT6E, 1496342493348, 54.284658, -2.475586, 36025, 466.9, 329.9, -64
EZY82LY, 1496342493348, 55.556992, -3.794944, 8925, 300.6, 331.8, -1024
STK7NC, 1496342493285, 54.744873, -3.221418, 16000, 242.0, 251.5, 0
UAE25, 1496342493270, 54.846176, -1.06632, 38000, 465.0, 298.9, 0
EZY75UG, 1496342499223, 54.067841, -2.398943, 32000, 428.0, 333.1, -64
SHT6E, 1496342499207, 54.302124, -2.493008, 36000, 466.9, 329.9, -64
EZY82LY, 1496342499207, 55.565356, -3.802814, 8775, 299.2, 332.3, -1408
STK7NC, 1496342499160, 54.742222, -3.235141, 16000, 242.0, 251.7, 64
UAE25, 1496342499160, 54.854271, -1.091808, 37975, 466.0, 298.8, -256
EZY75UG, 1496342503155, 54.082481, -2.411741, 32000, 429.0, 332.6, 0
SHT6E, 1496342502170, 54.314072, -2.504802, 35950, 466.0, 329.9, -384
EZY82LY, 1496342503155, 55.574524, -3.811257, 8550, 299.2, 332.3, -1792
STK7NC, 1496342503124, 54.739567, -3.248957, 16000, 242.0, 251.5, 128
UAE25, 1496342502092, 54.860554, -1.11145, 37875, 468.0, 298.9, -704
EZY75UG, 1496342512816, 54.091782, -2.419974, 32000, 428.0, 332.3, 0
SHT6E, 1496342511270, 54.322952, -2.513688, 35875, 464.6, 329.9, -896
EZY82LY, 1496342512816, 55.583139, -3.819208, 8400, 299.7, 332.2, -1664
STK7NC, 1496342509910, 54.738464, -3.2547, 16000, 241.0, 251.6, -64
UAE25, 1496342512801, 54.868469, -1.136336, 37775, 468.0, 298.9, -1024
EZY75UG, 1496342511388, 54.095123, -2.422956, 32000, 428.0, 332.3, 0
SHT6E, 1496342511388, 54.328171, -2.518777, 35850, 464.6, 329.9, -960
EZY82LY, 1496342508623, 55.583139, -3.819208, 8400, 299.7, 332.2, -1664
STK7NC, 1496342511357, 54.737183, -3.261485, 16000, 241.0, 251.6, 0
UAE25, 1496342511357, 54.869308, -1.138999, 37750, 468.0, 298.9, -1152
EZY75UG, 1496342528451, 54.121124, -2.44642, 32025, 427.0, 331.9, 0
SHT6E, 1496342528451, 54.358862, -2.549411, 35325, 464.3, 329.7, -2560
EZY82LY, 1496342528451, 55.603134, -3.837891, 8025, 295.2, 332.1, -1024
STK7NC, 1496342528420, 54.731747, -3.289573, 16000, 241.0, 251.5, 0
UAE25, 1496342527998, 54.886719, -1.194014, 37275, 465.0, 298.8, -2048
EZY75UG, 1496342534957, 54.130005, -2.454581, 32000, 427.0, 331.8, 0
SHT6E, 1496342530269, 54.358862, -2.549411, 35075, 464.3, 329.7, -2624
EZY82LY, 1496342534957, 55.607986, -3.842385, 7975, 295.2, 332.1, -1024
STK7NC, 1496342534941, 54.730133, -3.297918, 16000, 243.0, 251.6, -64
UAE25, 1496342534941, 54.890862, -1.207081, 37125, 465.0, 298.9, -2304
EZY75UG, 1496342540379, 54.142254, -2.465704, 32000, 427.0, 331.8, 0
SHT6E, 1496342540347, 54.377014, -2.567489, 34850, 465.6, 329.7, -3072
EZY82LY, 1496342540332, 55.616226, -3.850125, 7875, 294.8, 331.9, -960
STK7NC, 1496342540300, 54.727386, -3.312136, 16000, 243.0, 251.6, -64
UAE25, 1496342540238, 54.897888, -1.22922, 36825, 465.0, 298.8, -2688
EZY75UG, 1496342543301, 54.144104, -2.467451, 32000, 427.0, 331.8, 0
SHT6E, 1496342540145, 54.377014, -2.567489, 34750, 466.5, 329.8, -3200
EZY82LY, 1496342543301, 55.616684, -3.850625, 7850, 295.3, 331.7, -1024
STK7NC, 1496342543238, 54.726952, -3.314542, 16000, 243.0, 251.6, -64
UAE25, 1496342543223, 54.898499, -1.231196, 36775, 465.0, 298.8, -2752
EZY75UG, 1496342548113, 54.148636, -2.471531, 32000, 427.0, 331.8, 0
SHT6E, 1496342548113, 54.388184, -2.578717, 34550, 467.0, 329.6, -3264
EZY82LY, 1496342548113, 55.621078, -3.854786, 7800, 296.2, 331.4, -1024
STK7NC, 1496342548113, 54.725601, -3.321284, 16000, 243.0, 250.3, -64
UAE25, 1496342544848, 54.900776, -1.238376, 36600, 465.0, 298.7, -2944
SHT6E, 1496342549920, 54.400131, -2.590673, 34125, 470.1, 329.7, -3008
STK7NC, 1496342549904, 54.721985, -3.335885, 16000, 243.0, 245.3, -64
UAE25, 1496342549904, 54.91127, -1.271748, 36125, 466.0, 298.7, -3392
EZY75UG, 1496342562988, 54.176098, -2.496724, 32000, 427.0, 331.8, -64
SHT6E, 1496342562972, 54.418495, -2.609003, 33675, 471.0, 329.8, -2880
EZY82LY, 1496342562926, 55.642493, -3.876543, 7475, 292.8, 329.4, -1024
STK7NC, 1496342562863, 54.717499, -3.349582, 16000, 239.0, 237.1, 0
UAE25, 1496342562816, 54.918732, -1.295417, 35625, 468.0, 298.7, -3712
EZY75UG, 1496342564222, 54.181595, -2.501744, 31975, 427.0, 331.8, -64
SHT6E, 1496342564222, 54.421143, -2.611676, 33650, 471.0, 329.8, -2880
EZY82LY, 1496342564207, 55.643738, -3.877841, 7475, 292.8, 329.4, -1024
STK7NC, 1496342564207, 54.7164, -3.352365, 16000, 239.0, 237.1, 0
UAE25, 1496342564207, 54.921616, -1.304626, 35500, 468.0, 298.7, -3712
EZY75UG, 1496342567685, 54.196442, -2.515304, 31975, 428.0, 331.9, -64
SHT6E, 1496342567685, 54.435068, -2.625566, 33300, 472.3, 329.7, -3008
EZY82LY, 1496342567670, 55.652069, -3.88658, 7350, 289.7, 329.3, -960
STK7NC, 1496342567670, 54.711262, -3.36448, 16000, 238.0, 232.0, 0
UAE25, 1496342567670, 54.929993, -1.331123, 35000, 471.0, 298.6, -3648
EZY75UG, 1496342574645, 54.199814, -2.518302, 31975, 428.0, 331.9, 0
SHT6E, 1496342574645, 54.439224, -2.629691, 33150, 472.3, 329.7, -3072
EZY82LY, 1496342574629, 55.65477, -3.88941, 7300, 287.8, 329.5, -960
STK7NC, 1496342574629, 54.709446, -3.368475, 16000, 238.0, 232.0, 64
UAE25, 1496342574629, 54.931641, -1.336455, 34875, 472.0, 298.7, -3648
EZY75UG, 1496342578598, 54.207962, -2.525757, 31975, 428.0, 331.9, 0
SHT6E, 1496342578582, 54.449359, -2.639881, 32900, 473.2, 329.8, -3136
EZY82LY, 1496342578582, 55.658432, -3.893238, 7250, 286.9, 329.4, -960
STK7NC, 1496342578567, 54.707397, -3.373052, 16000, 238.0, 232.2, 0
UAE25, 1496342578567, 54.936676, -1.352369, 34625, 473.0, 298.7, -3648
EZY75UG, 1496342588035, 54.223629, -2.540023, 31975, 429.0, 331.9, -64
SHT6E, 1496342588035, 54.46826, -2.658775, 32400, 474.6, 329.8, -3200
EZY82LY, 1496342586535, 55.668656, -3.903666, 7100, 283.5, 330.2, -832
STK7NC, 1496342588019, 54.700928, -3.387505, 16000, 238.0, 232.2, 0
UAE25, 1496342588019, 54.946117, -1.382363, 34050, 474.0, 298.6, -3648
EZY75UG, 1496342591472, 54.231449, -2.547132, 31975, 429.0, 331.9, -64
SHT6E, 1496342591472, 54.472077, -2.662603, 32275, 474.6, 329.8, -3136
EZY82LY, 1496342591472, 55.675186, -3.910301, 7075, 281.7, 330.4, -512
STK7NC, 1496342591457, 54.697392, -3.395358, 16000, 237.0, 232.4, 64
UAE25, 1496342591457, 54.951145, -1.39851, 33775, 475.0, 298.5, -3648
EZY75UG, 1496342597426, 54.241516, -2.556205, 31975, 429.0, 331.9, -64
SHT6E, 1496342597426, 54.483436, -2.674006, 31900, 475.9, 329.7, -3328
EZY82LY, 1496342597410, 55.682156, -3.917313, 7050, 281.2, 330.6, -256
STK7NC, 1496342597410, 54.693649, -3.403742, 16000, 237.0, 232.4, 0
UAE25, 1496342597410, 54.957012, -1.417236, 33450, 476.0, 298.4, -3648
EZY75UG, 1496342602926, 54.247604, -2.561776, 31975, 429.0, 331.9, -64
SHT6E, 1496342602926, 54.496331, -2.686906, 31550, 477.3, 329.7, -3584
EZY82LY, 1496342601316, 55.685275, -3.920403, 7025, 281.2, 330.6, -256
STK7NC, 1496342602910, 54.690498, -3.410672, 16000, 237.0, 232.4, -64
UAE25, 1496342602910, 54.961807, -1.432666, 33175, 475.0, 298.5, -3648
EZY75UG, 1496342604660, 54.250908, -2.564742, 31975, 429.0, 331.9, -64
SHT6E, 1496342604660, 54.496331, -2.686906, 31550, 477.3, 329.7, -3584
EZY82LY, 1496342601269, 55.685275, -3.920403, 7025, 281.2, 330.6, -256
STK7NC, 1496342604644, 54.69022, -3.411338, 16000, 237.0, 232.4, 0
UAE25, 1496342602754, 54.961807, -1.432666, 33125, 475.0, 298.5, -3648
EZY75UG, 1496342607691, 54.257191, -2.570478, 31975, 429.0, 332.1, -64
SHT6E, 1496342606598, 54.502808, -2.693428, 31350, 477.3, 329.7, -3712
EZY82LY, 1496342601535, 55.685275, -3.920403, 7025, 281.2, 330.6, -256
STK7NC, 1496342607691, 54.687614, -3.417247, 16000, 237.0, 232.4, 0
UAE25, 1496342607676, 54.966431, -1.44753, 32900, 476.0, 298.4, -3648
EZY75UG, 1496342613191, 54.263168, -2.575902, 31975, 429.0, 331.9, -64
SHT6E, 1496342609957, 54.505096, -2.695689, 31150, 477.3, 329.7, -3904
EZY82LY, 1496342613176, 55.698589, -3.933706, 7000, 282.6, 330.5, -192
STK7NC, 1496342609941, 54.685822, -3.421191, 16000, 237.0, 232.4, -64
UAE25, 1496342613176, 54.970001, -1.458934, 32700, 477.0, 298.5, -3648
EZY75UG, 1496342619192, 54.278046, -2.589478, 31975, 428.0, 331.9, -64
SHT6E, 1496342617738, 54.524185, -2.714996, 30550, 482.3, 329.7, -4416
EZY82LY, 1496342617723, 55.703339, -3.938182, 6875, 284.9, 332.2, -768
STK7NC, 1496342619176, 54.679745, -3.434726, 16000, 236.0, 232.2, 64
UAE25, 1496342617707, 54.977589, -1.483238, 32250, 477.0, 298.5, -3520
EZY75UG, 1496342618498, 54.282898, -2.593904, 31975, 428.0, 331.9, -64
SHT6E, 1496342618498, 54.531097, -2.721944, 30325, 482.3, 329.7, -4480
EZY82LY, 1496342618498, 55.709668, -3.942719, 6850, 288.0, 339.0, -1088
STK7NC, 1496342618482, 54.678268, -3.438074, 16000, 235.0, 232.3, 64
UAE25, 1496342618482, 54.982864, -1.500038, 32000, 478.0, 298.6, -3456
EZY75UG, 1496342627904, 54.298531, -2.608171, 31975, 429.0, 331.9, -64
SHT6E, 1496342627904, 54.548859, -2.739877, 29650, 486.7, 329.7, -4224
